fire_id,agency,lat,lon,coords,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,COORDINATES,ELEVATION,CLIMATE_IDENTIFIER,fire_lat_radians,fire_lon_radians,clim_lat_radians,clim_lon_radians,distance
1697,BC,50.5377,-121.1802,"50.5377,-121.1802",2000-06-23,0.1,CACHE CREEK 16 MILE,BC,50.545402,-121.245503,"50.545402,-121.245503",515.1,1161215,0.8820492613851383,-2.1149934782252324,0.8821836866441269,-2.1161332305866623,4.6905796898184775
1698,BC,50.6209,-120.5432,"50.6209,-120.5432",2000-07-20,0.1,RED LAKE,BC,50.5606,-120.48,"50.5606,-120.48",1162.0,1166658,0.8835013753227976,-2.1038757308900284,0.882448941783845,-2.1027726828027684,8.048659614542908
1699,BC,50.6395,-120.7935,"50.6395,-120.7935",2000-07-22,0.1,RED LAKE,BC,50.5606,-120.48,"50.5606,-120.48",1162.0,1166658,0.8838260065636685,-2.1082442900077702,0.882448941783845,-2.1027726828027684,23.787332686146026
1700,BC,50.4524,-120.3929,"50.4524,-120.3929",2000-07-25,0.1,KAMLOOPS CHERRY CREEK,BC,50.41,-120.35,"50.41,-120.35",556.3,1163814,0.880560495533187,-2.1012525010242813,0.8798204759303415,-2.1005037547751755,5.605544676146122
1701,BC,50.6074,-120.1172,"50.6074,-120.1172",2000-07-30,0.1,KNOUFF LAKE,BC,50.58,-120.08,"50.58,-120.08",1143.0,1164380,0.8832657558737783,-2.096440628276533,0.8827875356587318,-2.095791365794791,4.019649832140485
1702,BC,50.4135,-120.245,"50.4135,-120.245",2000-08-03,0.01,KAMLOOPS RIDGEVIEW TERRACE,BC,50.42,-120.23,"50.42,-120.23",342.0,116LQPJ,0.8798815624541613,-2.0986711590605815,0.8799950088555409,-2.0984093596727824,1.2844688057033944
1703,BC,50.6502,-120.7179,"50.6502,-120.7179",2000-09-02,0.01,RED LAKE,BC,50.5606,-120.48,"50.5606,-120.48",1162.0,1166658,0.8840127567936319,-2.106924821093263,0.882448941783845,-2.1027726828027684,19.510166340376628
1704,BC,50.6559,-120.7996,"50.6559,-120.7996",2000-09-21,0.1,RED LAKE,BC,50.5606,-120.48,"50.5606,-120.48",1162.0,1166658,0.8841122405609956,-2.108350755092142,0.882448941783845,-2.1027726828027684,24.90285654594996
1705,BC,50.177,-119.375,"50.177,-119.375",2001-04-18,0.5,VERNON SOUTHWEST,BC,50.14,-119.22,"50.14,-119.22",370.0,1128585,0.8757538587731948,-2.083486794568231,0.8751080869499569,-2.0807815342276395,11.776182818991213
1706,BC,50.0944,-119.4369,"50.0944,-119.4369",2001-04-18,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8743122168110474,-2.0845671533752155,0.8731882247727631,-2.0816541988536366,13.89145753925697
1707,BC,50.029,-119.3873,"50.029,-119.3873",2001-04-28,0.06,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8731707714802431,-2.083701470066226,0.8731882247727631,-2.0816541988536366,8.374315118682944
1708,BC,50.1428,-119.348,"50.1428,-119.348",2001-05-12,0.1,VERNON SOUTHWEST,BC,50.14,-119.22,"50.14,-119.22",370.0,1128585,0.8751569561690127,-2.0830155556701926,0.8751080869499569,-2.0807815342276395,9.12140914652529
1709,BC,50.1385,-119.4372,"50.1385,-119.4372",2001-06-30,0.1,VERNON SOUTHWEST,BC,50.14,-119.22,"50.14,-119.22",370.0,1128585,0.8750819070111769,-2.0845723893629713,0.8751080869499569,-2.0807815342276395,15.470472918717377
1710,BC,50.1728,-119.3624,"50.1728,-119.3624",2001-07-09,0.2,VERNON SOUTHWEST,BC,50.14,-119.22,"50.14,-119.22",370.0,1128585,0.8756805549446111,-2.0832668830824796,0.8751080869499569,-2.0807815342276395,10.773769483934746
1711,BC,50.3001,-119.2221,"50.3001,-119.2221",2001-07-11,0.2,FALKLAND SALMON VALLEY,BC,50.28,-119.24,"50.28,-119.24",485.0,1162784,0.8779023590823998,-2.0808181861419315,0.8775515479027489,-2.0811306000780383,2.569850266077363
1712,BC,50.0319,-119.3442,"50.0319,-119.3442",2001-07-13,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8732213860285509,-2.0829492331586166,0.8731882247727631,-2.0816541988536366,5.300888136722382
1713,BC,50.2692,-119.2794,"50.2692,-119.2794",2001-08-06,0.2,FALKLAND SALMON VALLEY,BC,50.28,-119.24,"50.28,-119.24",485.0,1162784,0.8773630523435335,-2.0818182598033244,0.8775515479027489,-2.0811306000780383,3.0447411356324783
1714,BC,50.0778,-119.3674,"50.0778,-119.3674",2001-09-18,15.0,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8740224921552164,-2.0833541495450794,0.8731882247727631,-2.0816541988536366,8.74700173742363
1715,BC,50.1375,-119.4958,"50.1375,-119.4958",2002-03-31,0.1,WESTWOLD,BC,50.2808008,-119.4502003,"50.2808008,-119.4502003",609.0,1168880,0.875064453718657,-2.08559515230464,0.8775655244993988,-2.0847992874017183,16.251179496890764
1716,BC,49.6992,-119.8498,"49.6992,-119.8498",2001-04-13,0.009,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8674146756071658,-2.0917736178567,0.8642870455875921,-2.0943951023931953,22.661193468327188
1717,BC,49.8496,-119.7034,"49.8496,-119.7034",2001-04-16,0.1,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8700396508021654,-2.08921845583178,0.8726646259971648,-2.0959658987199905,32.315472290120624
1718,BC,49.5392,-119.5365,"49.5392,-119.5365",2001-04-25,0.5,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8646221488039749,-2.0863055013102016,0.8634143809615948,-2.0856684561332237,8.128446252651674
1719,BC,49.8907,-119.5527,"49.8907,-119.5527",2001-05-01,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.870756981124735,-2.086588244649025,0.8731882247727631,-2.0816541988536366,25.457005859178917
1720,BC,49.7387,-119.7063,"49.7387,-119.7063",2001-05-11,0.009,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8681040806617036,-2.0892690703800882,0.8642870455875921,-2.0943951023931953,32.210951083068636
1721,BC,49.7472,-119.7085,"49.7472,-119.7085",2001-05-12,1.3,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8682524336481231,-2.089307467623632,0.8642870455875921,-2.0943951023931953,32.826848117993386
1722,BC,50.0025,-119.4905,"50.0025,-119.4905",2001-05-12,0.1,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8727082592284646,-2.085502649854284,0.8731882247727631,-2.0816541988536366,16.038772825362294
1723,BC,49.9097,-119.5738,"49.9097,-119.5738",2001-05-21,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8710885936826139,-2.0869565091211957,0.8731882247727631,-2.0816541988536366,25.49919110145213
1724,BC,49.9549,-119.5456,"49.9549,-119.5456",2001-05-21,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8718774825045154,-2.086464326272133,0.8731882247727631,-2.0816541988536366,21.384795374829867
1725,BC,50.0268,-119.5408,"50.0268,-119.5408",2001-05-23,0.2,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8731323742366993,-2.0863805504680375,0.8731882247727631,-2.0816541988536366,19.33503321787195
1726,BC,49.9562,-119.5663,"49.9562,-119.5663",2001-05-24,0.2,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8719001717847913,-2.086825609427296,0.8731882247727631,-2.0816541988536366,22.700828037321166
1727,BC,49.8729,-119.6802,"49.8729,-119.6802",2001-05-28,0.1,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.87044631251788,-2.088813539445318,0.8726646259971648,-2.0959658987199905,32.53607570624385
1728,BC,49.9305,-119.539,"49.9305,-119.539",2001-06-16,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8714516221670288,-2.0863491345415017,0.8731882247727631,-2.0816541988536366,22.17567445478672
1729,BC,49.8088,-119.7353,"49.8088,-119.7353",2001-06-18,0.1,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8693275564673516,-2.0897752158631664,0.8726646259971648,-2.0959658987199905,33.10454378682874
1730,BC,49.4718,-119.687,"49.4718,-119.687",2001-06-24,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8634457968881307,-2.0889322218344533,0.8621926504851988,-2.0868901866096197,11.625273988082991
1731,BC,49.8593,-119.6027,"49.8593,-119.6027",2001-06-24,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8702089477396087,-2.087460909275022,0.8731882247727631,-2.0816541988536366,30.428342732866763
1732,BC,49.6486,-119.6154,"49.6486,-119.6154",2001-06-25,0.009,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8665315390056567,-2.087682566090025,0.8634143809615948,-2.0856684561332237,21.519650989146648
1733,BC,49.4142,-119.6147,"49.4142,-119.6147",2001-06-27,0.1,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.862440487238982,-2.0876703487852613,0.8621926504851988,-2.0868901866096197,3.5967485217839057
1734,BC,49.8453,-119.5505,"49.8453,-119.5505",2001-07-04,1.2,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8699646016443295,-2.086549847405481,0.8731882247727631,-2.0816541988536366,28.70106423764226
1735,BC,49.4875,-119.5292,"49.4875,-119.5292",2001-07-07,0.1,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8637198135806938,-2.0861780922748063,0.8634143809615948,-2.0856684561332237,2.868214727168012
1736,BC,49.381,-119.607,"49.381,-119.607",2001-07-11,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8618610379273198,-2.087535958432858,0.8621926504851988,-2.0868901866096197,3.4088531566318374
1737,BC,49.4715,-119.6094,"49.4715,-119.6094",2001-07-11,0.009,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8634405609003747,-2.0875778463349053,0.8634143809615948,-2.0856684561332237,7.901872587880094
1738,BC,49.6532,-119.7543,"49.6532,-119.7543",2001-07-12,0.009,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8666118241512484,-2.0901068284210456,0.8642870455875921,-2.0943951023931953,23.07403963302036
1739,BC,49.3712,-119.5443,"49.3712,-119.5443",2001-07-12,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8616899956606244,-2.0864416369918573,0.8621926504851988,-2.0868901866096197,3.7011940455879
1740,BC,50.1148,-119.5217,"50.1148,-119.5217",2001-07-13,0.009,WESTWOLD,BC,50.2808008,-119.4502003,"50.2808008,-119.4502003",609.0,1168880,0.8746682639784543,-2.0860471925809065,0.8775655244993988,-2.0847992874017183,19.1351923272974
1741,BC,50.1316,-119.5924,"50.1316,-119.5924",2001-07-13,0.009,WESTWOLD,BC,50.2808008,-119.4502003,"50.2808008,-119.4502003",609.0,1168880,0.8749614792927893,-2.0872811403620664,0.8775655244993988,-2.0847992874017183,19.421147495712415
1742,BC,50.0117,-119.5121,"50.0117,-119.5121",2001-07-13,0.009,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8728688295196481,-2.085879640972715,0.8731882247727631,-2.0816541988536366,17.404867780496545
1743,BC,49.8067,-119.74,"49.8067,-119.74",2001-07-24,1.5,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8692909045530597,-2.0898572463380103,0.8726646259971648,-2.0959658987199905,32.99913631104215
1744,BC,49.4967,-119.562,"49.4967,-119.562",2001-08-02,2.5,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8638803838718773,-2.08675056026946,0.8634143809615948,-2.0856684561332237,5.370144616459057
1745,BC,49.704,-119.743,"49.704,-119.743",2001-08-12,0.009,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8674984514112616,-2.0899096062155698,0.8642870455875921,-2.0943951023931953,27.577550071309968
1746,BC,49.4408,-119.6308,"49.4408,-119.6308",2001-08-12,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8629047448200126,-2.0879513467948323,0.8621926504851988,-2.0868901866096197,6.314500317076629
1747,BC,49.4453,-119.628,"49.4453,-119.628",2001-08-12,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8629832846363523,-2.0879024775757764,0.8621926504851988,-2.0868901866096197,6.551156039219514
1748,BC,49.4048,-119.6525,"49.4048,-119.6525",2001-08-12,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8622764262892946,-2.088330083242515,0.8621926504851988,-2.0868901866096197,5.989687982247724
1749,BC,49.6074,-119.5885,"49.6074,-119.5885",2001-08-15,0.1,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.865812463353835,-2.0872130725212386,0.8634143809615948,-2.0856684561332237,16.548702895176184
1750,BC,49.7,-119.85,"49.7,-119.85",2001-08-20,0.009,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8674286382411819,-2.091777108515204,0.8642870455875921,-2.0943951023931953,22.73246581396533
1751,BC,49.3891,-119.5388,"49.3891,-119.5388",2001-08-23,0.009,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8620024095967314,-2.0863456438829977,0.8621926504851988,-2.0868901866096197,2.561090890228604
1752,BC,49.6033,-119.5609,"49.6033,-119.5609",2001-08-25,0.1,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8657409048545032,-2.0867313616476886,0.8634143809615948,-2.0856684561332237,15.450329819078744
1753,BC,49.5908,-119.577,"49.5908,-119.577",2001-09-05,0.3,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.865522738698004,-2.0870123596572596,0.8634143809615948,-2.0856684561332237,14.527362859342006
1754,BC,49.398,-119.7215,"49.398,-119.7215",2001-09-06,0.2,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.862157743900159,-2.0895343604263914,0.8621926504851988,-2.0868901866096197,10.958555062343352
1755,BC,49.5243,-119.6273,"49.5243,-119.6273",2001-09-10,0.009,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8643620947454277,-2.0878902602710125,0.8634143809615948,-2.0856684561332237,10.992062357935405
1756,BC,49.6122,-119.7911,"49.6122,-119.7911",2001-09-14,0.15,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8658962391579308,-2.0907491095857793,0.8642870455875921,-2.0943951023931953,18.21142237945392
1757,BC,49.6013,-119.7422,"49.6013,-119.7422",2001-10-05,0.2,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8657059982694634,-2.089895643581554,0.8642870455875921,-2.0943951023931953,20.66216082457025
1758,BC,49.6131,-119.7906,"49.6131,-119.7906",2001-10-08,0.2,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8659119471211988,-2.0907403829395195,0.8642870455875921,-2.0943951023931953,18.297473143618824
1759,BC,49.4712,-119.6072,"49.4712,-119.6072",2002-02-11,0.1,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8634353249126188,-2.087539449091362,0.8634143809615948,-2.0856684561332237,7.7424176189390375
1760,BC,50.0012,-119.612,"50.0012,-119.612",2000-08-12,0.2,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8726855699481887,-2.087623224895457,0.8731882247727631,-2.0816541988536366,24.629872306945337
1761,BC,49.9367,-119.5284,"49.9367,-119.5284",2000-08-15,0.1,WOODS LAKE,BC,50.03,-119.27,"50.03,-119.27",405.4,1128983,0.8715598325806524,-2.0861641296407902,0.8731882247727631,-2.0816541988536366,21.17565563850277
1762,BC,49.4871,-119.6206,"49.4871,-119.6206",2000-08-17,0.3,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8637128322636858,-2.087773323211129,0.8634143809615948,-2.0856684561332237,8.91244690412876
1763,BC,49.5825,-119.7118,"49.5825,-119.7118",2000-08-21,0.1,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8653778763700885,-2.089365063488948,0.8634143809615948,-2.0856684561332237,19.740513361692326
1764,BC,49.7863,-119.5004,"49.7863,-119.5004",2000-09-24,0.2,RUTLAND MISSION CREEK,BC,49.58,-119.27,"49.58,-119.27",914.4,1126915,0.8689348573856528,-2.0856754374502318,0.8653342431387886,-2.0816541988536366,28.28391096742591
1765,BC,49.5093,-119.6356,"49.5093,-119.6356",2000-09-24,1.0,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8641002953576287,-2.088035122598928,0.8634143809615948,-2.0856684561332237,10.718383666089295
1766,BC,49.777,-119.771,"49.777,-119.771",2000-09-26,0.5,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8687725417652175,-2.0903982984061287,0.8642870455875921,-2.0943951023931953,32.97127525710362
1767,BC,49.5996,-119.7636,"49.5996,-119.7636",2000-10-07,0.1,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8656763276721795,-2.0902691440414807,0.8642870455875921,-2.0943951023931953,19.199202151336202
1768,BC,49.6024,-119.8558,"49.6024,-119.8558",2000-10-07,0.01,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8657251968912354,-2.0918783376118197,0.8642870455875921,-2.0943951023931953,13.852009605495127
1769,BC,49.8472,-119.6806,"49.8472,-119.6806",2000-10-21,0.1,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8699977629001174,-2.0888205207623254,0.8726646259971648,-2.0959658987199905,33.85567304977431
1770,BC,49.4892,-119.5323,"49.4892,-119.5323",2001-03-23,0.5,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8637494841779777,-2.086232197481618,0.8634143809615948,-2.0856684561332237,3.1608182856573452
1771,BC,49.5375,-119.6248,"49.5375,-119.6248",2000-03-13,0.3,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.864592478206691,-2.0878466270397125,0.8634143809615948,-2.0856684561332237,11.720681991638054
1772,BC,49.3467,-119.5167,"49.3467,-119.5167",2000-03-01,1.0,KIRTON,BC,49.4,-119.57,"49.4,-119.57",883.9,1124260,0.8612623899938858,-2.085959926118307,0.8621926504851988,-2.0868901866096197,7.067882604893571
1773,BC,49.5167,-119.6667,"49.5167,-119.6667",2000-03-26,2.0,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8642294497222762,-2.0885779199962986,0.8634143809615948,-2.0856684561332237,13.103786720357538
1774,BC,49.6375,-119.6083,"49.6375,-119.6083",2000-03-28,0.75,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8663378074586854,-2.087558647713134,0.8634143809615948,-2.0856684561332237,20.184557372879556
1775,BC,49.5633,-119.6458,"49.5633,-119.6458",2000-03-29,2.0,PEACHLAND TREPANIER CR,BC,49.47,-119.5,"49.47,-119.5",548.6,1126080,0.8650427731537055,-2.0882131461826314,0.8634143809615948,-2.0856684561332237,14.76956112611753
1776,BC,49.7217,-126.03,"49.7217,-126.03",2001-07-01,0.04,GOLD RIVER TOWNSITE,BC,49.4644002,-126.0318,"49.4644002,-126.0318",119.0,1033232,0.8678073746888645,-2.1996384562884534,0.8633166460141416,-2.1996698722149897,28.592763450951132
1777,BC,49.98,-126.355,"49.98,-126.355",2001-07-25,0.003,ZEBALLOS MURAUDE CREEK,BC,50.03106,-126.46433,"50.03106,-126.46433",103.0,1039035,0.8723155601467658,-2.205310776357435,0.8732067252628342,-2.207218944828641,9.652351119654979
1778,BC,50.4333,-126.4,"50.4333,-126.4",2001-01-23,6.5,SHAWL BAY,BC,50.51,-126.34,"50.51,-126.34",0.0,1067225,0.8802271376460562,-2.2060961745208325,0.8815658051823358,-2.205048976969636,9.521276811662327
1779,BC,50.5,-127.2667,"50.5,-127.2667",2000-10-06,25.0,PORT HARDY BEAVER HR,BC,50.43,-127.26,"50.43,-127.26",4.6,1026274,0.8813912722571364,-2.2212229431478674,0.8801695417807404,-2.2211060060879837,7.793182262567385
1780,BC,50.3972,-126.7928,"50.3972,-126.7928",2000-10-07,0.75,ALERT BAY,BC,50.35,-126.56,"50.35,-126.56",59.4,1020270,0.8795970737860862,-2.2129518278226663,0.878773278379145,-2.2088887013240237,17.31292995723216
1781,BC,50.2167,-126.5883,"50.2167,-126.5883",2000-07-08,0.01,ALERT BAY,BC,50.35,-126.56,"50.35,-126.56",59.4,1020270,0.8764467544862365,-2.209382629502338,0.878773278379145,-2.2088887013240237,14.948661862662227
1782,BC,49.9983,-126.025,"49.9983,-126.025",2003-08-10,0.04,SAYWARD,BC,50.22,-126.0,"50.22,-126.0",,1027112,0.8726349553998809,-2.1995511898258537,0.8765043503515523,-2.199114857512855,24.70077840972379
1783,BC,49.7833,-126.05,"49.7833,-126.05",2003-11-04,2.1,TAHSIS VILLAGE NORTH,BC,49.555505,-126.3914,"49.555505,-126.3914",9.0,1037899,0.868882497508093,-2.1999875221388523,0.8649067247385125,-2.2059460762051613,35.26544487569694
1784,BC,49.8667,-126.1833,"49.8667,-126.1833",2003-11-04,9.0,ZEBALLOS MURAUDE CREEK,BC,50.03106,-126.46433,"50.03106,-126.46433",103.0,1039035,0.8703381021042563,-2.202314046031761,0.8732067252628342,-2.207218944828641,27.155305576353975
1785,BC,50.2167,-126.8833,"50.2167,-126.8833",2003-09-27,0.009,BENSON LAKE,BC,50.22,-127.14,"50.22,-127.14",144.8,1030850,0.8764467544862365,-2.2145313507957214,0.8765043503515523,-2.2190116109855906,18.256306416799596
1786,BC,50.2515,-126.7072,"50.2515,-126.7072",2003-11-03,3.0,ALERT BAY,BC,50.35,-126.56,"50.35,-126.56",59.4,1020270,0.8770541290659305,-2.211457825982959,0.878773278379145,-2.2088887013240237,15.13218969786487
1787,BC,50.0097,-126.2563,"50.0097,-126.2563",2003-11-03,1.0,ZEBALLOS MURAUDE CREEK,BC,50.03106,-126.46433,"50.03106,-126.46433",103.0,1039035,0.8728339229346083,-2.203588136385717,0.8732067252628342,-2.207218944828641,15.041709930072324
1788,BC,49.0912,-125.5252,"49.0912,-125.5252",2000-07-20,0.5,CLAYOQUOT,BC,49.09,-125.54,"49.09,-125.54",22.9,1031650,0.8568030737550403,-2.190828034224386,0.8567821298040165,-2.1910863429536813,1.0852483828400552
1789,BC,50.0833,-126.8833,"50.0833,-126.8833",2000-09-22,4.6,BENSON LAKE,BC,50.22,-127.14,"50.22,-127.14",144.8,1030850,0.8741184852640761,-2.2145313507957214,0.8765043503515523,-2.2190116109855906,23.766567061959556
1790,BC,48.975,-125.0768,"48.975,-125.0768",2003-11-04,16.0,KILDONAN,BC,49.0,-125.0,"49.0,-125.0",3.0,1034170,0.8547750011642229,-2.1830019778584435,0.8552113334772214,-2.181661564992912,6.251669874638323
1791,BC,49.7956,-126.2574,"49.7956,-126.2574",2003-07-25,0.009,TAHSIS VILLAGE NORTH,BC,49.555505,-126.3914,"49.555505,-126.3914",9.0,1037899,0.8690971730060884,-2.2036073350074887,0.8649067247385125,-2.2059460762051613,28.367342190824974
1792,BC,49.7927,-126.3237,"49.7927,-126.3237",2003-07-30,0.009,ZEBALLOS,BC,49.59,-126.51,"49.59,-126.51",7.0,1039030,0.8690465584577806,-2.204764488301561,0.8655087760639881,-2.2080160366980266,26.205715824337062
